serial no. of polling station,all india anna dravida munnetra kazhagam,naam tamilar katchi,dravida munnetra kazhagam,tamizhaga vaazhvurimai katchi,naam indiar party,aanaithinthiya jananayaka pathukappu kazhagam,bahujan dravida party,puthiya makkal tamil desam katchi,tamilaga vettri kazhagam,thamizhaka padaippalar makkal katchi,puthiya tamilagam,independent,independent.1,independent.2,independent.3,independent.4,independent.5,independent.6,independent.7,independent.8,total of valid votes,no. of rejected votes,nota,total,no. of tendered votes,building in which it will be located,polling areas,whether for all voters or men only or women only,building_clean,location_clean,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Runner_Up_Party,AIADMK_Rank,NTK_Rank,DMK_Rank,TAVAK_Rank,NIP_Rank,PMTDK_Rank,TVK_Rank,IND1_Rank,IND2_Rank,IND3_Rank,IND4_Rank,IND5_Rank,IND6_Rank,IND7_Rank,IND8_Rank,IND9_Rank,Margin_Percentage,Total_Independent_Votes
250,56,22,165,0,0,0,1,0,155,1,9,0,0,0,1,0,0,0,0,0,410,0,1,411,0,"Ooliyar  Sthanam Middle  School   South building East  side 1st  calss Room Ooliyar  Sthanam Teacher  Training School
,(Campus)  Tenkasi  Road,  Palaiyapettai.",1.Ward 17 Gandhi  Nagar  1st  Street 999.OVERSEAS ELECTORS,General,"Ooliyar  Sthanam Middle  School   South building East  side 1st  calss Room Ooliyar  Sthanam Teacher  Training School
,(Campus)  Tenkasi  Road",Palaiyapettai.,dravida munnetra kazhagam,165,155,10,tamilaga vettri kazhagam,3,4,1,6,6,6,2,6,6,6,5,6,6,6,6,6,2.439024390243902,1
251,95,22,123,3,0,0,0,0,156,0,2,0,0,0,0,0,1,0,1,0,403,0,4,407,0,"Ooliyar  Sthanam Teacher  Training School,  Centenary Block, West  Portion,  Tenkasi  Road,  Palaiyapettai.","1.Ward 17 C.S.S.Nagar
2.Ward 17 I.O.B.  Colony 999.OVERSEAS ELECTORS",General,"Ooliyar  Sthanam Teacher  Training School,  Centenary Block, West  Portion,  Tenkasi  Road",Palaiyapettai.,tamilaga vettri kazhagam,156,123,33,dravida munnetra kazhagam,3,4,2,5,8,8,1,8,8,8,8,8,6,8,6,8,8.188585607940446,2
252,69,20,121,1,2,0,1,0,183,1,6,0,0,0,0,0,0,1,1,1,407,0,1,408,0,"Ooliyar  Sthanam Middle  School   South building East  side 2snd calss Room Ooliyar  Sthanam Teacher  Training School
,(Campus)  Tenkasi  Road,  Palaiyapettai.",1.Ward 17 Shamugarengaiyan Street 999.OVERSEAS ELECTORS,General,"Ooliyar  Sthanam Middle  School   South building East  side 2snd calss Room Ooliyar  Sthanam Teacher  Training School
,(Campus)  Tenkasi  Road",Palaiyapettai.,tamilaga vettri kazhagam,183,121,62,dravida munnetra kazhagam,3,4,2,6,5,10,1,10,10,10,10,10,10,6,6,6,15.23341523341523,3
253,114,35,170,2,2,1,0,3,275,0,9,0,0,0,1,1,3,1,0,1,618,0,1,619,0,"Panchayat  Union Primary School,  Gandhi  Nagar,  Kandiaperi.","1.Ward 17 Gandhi  Nagar  Main Road Palaiyapettai
2.Ward 17 Gandhi  Nagar  South Parvathi  Nagar
3.Ward 17 Nedungulam Pillayankattalai  Gandhi  Nagar  B Colony
4.Ward 17 Nedungulam Sheikmathar  Nagar 999.OVERSEAS ELECTORS",General,"Panchayat  Union Primary School,  Gandhi  Nagar",Kandiaperi.,tamilaga vettri kazhagam,275,170,105,dravida munnetra kazhagam,3,4,2,7,7,5,1,13,13,13,9,9,5,9,13,9,16.99029126213592,7
254,134,53,182,2,0,0,0,0,256,0,64,0,0,1,3,0,2,0,1,1,699,0,2,701,0,Nivedhita Matric Hr  Sec School  South Side  Middle  Portion,"1.Ward 17 Sarojini  Street
Ward 17 Nedungulam Pillaiyankattalai  2.Sheikmathar  Nagar  Ward 17 Nellaiyapuram Nedungulam Pillaiyankattalai
999.  OVERSEAS ELECTORS",General,Nivedhita Matric Hr  Sec School  South Side  Middle  Portion,Nivedhita Matric Hr  Sec School  South Side  Middle  Portion,tamilaga vettri kazhagam,256,182,74,dravida munnetra kazhagam,3,4,2,6,11,11,1,11,11,8,5,11,6,11,8,8,10.58655221745351,8
255,94,19,114,1,0,3,1,0,180,0,6,0,0,0,0,0,2,0,0,0,420,0,1,421,0,"Corporation Primary School,  20,  Tenkasi  Road,  4th Portion, Palaiyapettai.",1.Ward 17 Narayanasamy Kovil  North Street 999.  OVERSEAS ELECTORS,General,"Corporation Primary School,  20,  Tenkasi  Road,  4th Portion",Palaiyapettai.,tamilaga vettri kazhagam,180,114,66,dravida munnetra kazhagam,3,4,2,6,7,7,1,7,7,7,7,7,5,7,7,7,15.71428571428571,2
256,160,31,114,1,0,0,0,1,351,1,16,0,0,0,0,0,1,0,1,0,677,0,0,677,0,"Corporation Primary School,  20,  Tenkasi  Road,  3rd Portion, Palaiyapettai.","1.Ward 16 Anavaratha Sundaravinayagar  Kovil  North Street
2.Ward 17 Narayanasamy Kovil  West  Street 999.OVERSEAS ELECTORS",General,"Corporation Primary School,  20,  Tenkasi  Road,  3rd Portion",Palaiyapettai.,tamilaga vettri kazhagam,351,160,191,all india anna dravida munnetra kazhagam,2,4,3,5,9,5,1,9,9,9,9,9,5,9,5,9,28.21270310192024,2
257,248,32,161,1,0,0,1,0,340,0,2,0,1,2,1,1,3,0,1,1,795,0,0,795,0,"Corporation Primary School
20,  Tenkasi  Road,   2nd Building,  Palaiyapettai.","1.Ward 17 Vaniyar  South Street  ,  Kannivinayagar  Kovil  Street 999.OVERSEAS ELECTORS",General,"Corporation Primary School
20,  Tenkasi  Road,   2nd Building",Palaiyapettai.,tamilaga vettri kazhagam,340,248,92,all india anna dravida munnetra kazhagam,2,4,3,7,13,13,1,13,7,6,7,7,5,13,7,7,11.57232704402516,10
258,136,42,127,1,0,1,0,1,287,1,2,0,0,0,2,1,3,0,0,0,604,0,0,604,0,"Corporation Primary School
20,  Tenkasi  Road,   1st  Building,  Palaiyapettai.","1.Ward 17 Puliyankudi  Narayanasamy Kovil  Street
2.Ward 17 Anavaratha Vinayagar  Chinna Street
3.Ward 16Anavaratha Sundaravinayagar  Kovil  South Street
4.Ward 17 Annai  Indira Street,  Kollar  Street
5.Ward 17 Vaniyar  North Street
6.Ward 17 Narayanasamy Kovil  Street 999.OVERSEAS ELECTORS",General,"Corporation Primary School
20,  Tenkasi  Road,   1st  Building",Palaiyapettai.,tamilaga vettri kazhagam,287,136,151,all india anna dravida munnetra kazhagam,2,4,3,7,10,7,1,10,10,10,6,7,5,10,10,10,25.0,6
259,117,20,113,0,1,0,1,0,229,2,0,0,0,0,1,0,0,0,0,0,484,0,0,484,0,"Corporation Primary School,  20,  Tenkasi  Road,  South Portion North,  Palaiyapettai.","1.Ward 17 Sekkadi  Narayanasamy Kovil  Street
2.Ward 17 Azhagapapuram Street 999.  OVERSEAS ELECTORS",General,"Corporation Primary School,  20,  Tenkasi  Road,  South Portion North",Palaiyapettai.,tamilaga vettri kazhagam,229,117,112,all india anna dravida munnetra kazhagam,2,4,3,7,5,7,1,7,7,7,5,7,7,7,7,7,23.1404958677686,1
260,117,25,157,1,0,0,0,0,255,1,8,0,0,0,2,0,1,0,0,0,567,0,1,568,0,"Corporation Primary School,  20,  Tenkasi  Road,  South Portion South,  Palaiyapettai.",1.Ward 17 Azhagapapuram South Street 999.OVERSEAS ELECTORS,General,"Corporation Primary School,  20,  Tenkasi  Road,  South Portion South",Palaiyapettai.,tamilaga vettri kazhagam,255,157,98,dravida munnetra kazhagam,3,4,2,6,8,8,1,8,8,8,5,8,6,8,8,8,17.28395061728395,3
261,111,22,139,0,0,0,0,1,205,0,5,1,0,0,1,1,1,0,1,2,490,0,1,491,0,Nivedhita Matric Hr  Sec School   West  Building South Side Near  Office  Room Palaiyapettai.,1.Ward 17 Tenkasi  Road. 999.OVERSEAS ELECTORS,General,Nivedhita Matric Hr  Sec School   West  Building South Side Near  Office  Room Palaiyapettai.,Nivedhita Matric Hr  Sec School   West  Building South Side Near  Office  Room Palaiyapettai.,tamilaga vettri kazhagam,205,139,66,dravida munnetra kazhagam,3,4,2,12,12,6,1,6,12,12,6,6,6,12,6,5,13.46938775510204,7
262,201,78,190,1,1,1,0,2,314,0,53,2,0,0,3,2,2,1,0,1,852,0,1,853,0,Nivedhita Matric Hr  Sec School  West  Portion South Side,"1.Ward 17Sartharpuram North Street
2.Ward 17 Sartharpuram Middle  Street
3.Ward 17 Sartharpuram South Street
4.Ward 17 Sartharpuram East  Street 999.OVERSEAS ELECTORS",General,Nivedhita Matric Hr  Sec School  West  Portion South Side,Nivedhita Matric Hr  Sec School  West  Portion South Side,tamilaga vettri kazhagam,314,201,113,all india anna dravida munnetra kazhagam,2,4,3,10,10,6,1,6,14,14,5,6,6,10,14,10,13.26291079812207,11
263,187,52,144,0,1,1,1,0,159,0,1,0,1,1,2,1,0,0,0,0,551,0,6,557,0,Little  Angel  Nursery & Primary School  New Building East Side  West  Portion New Building West  Mount  Road Tirunelveli  Town.,"1.Ward 16 Balakrishnan East  Street
2.Ward 16 Kirshnaperi  Thoppu Street 999.OVERS EAS ELECTORS",General,Little  Angel  Nursery & Primary School  New Building East Side  West  Portion New Building West  Mount  Road Tirunelveli  Town.,Little  Angel  Nursery & Primary School  New Building East Side  West  Portion New Building West  Mount  Road Tirunelveli  Town.,all india anna dravida munnetra kazhagam,187,159,28,tamilaga vettri kazhagam,1,4,3,10,6,10,2,10,6,6,5,6,10,10,10,10,5.081669691470054,5
264,108,37,312,1,0,0,0,2,128,0,0,0,0,1,0,1,1,1,2,0,594,0,5,599,0,"Corporation Union Primary School,  20,  Tenkasi  Road,  East Portion,  2 Lalugapuram, Palaiyapettai.","1.Ward 16 Tiruvalluvar  Street
2.Ward 16 Mela Mount  Raod
3.Ward 23 Kanmiya Pallivasal  Street
4.Ward 16 Sailappar  Street 999.OVERSEAS ELECTORS",General,"Corporation Union Primary School,  20,  Tenkasi  Road,  East Portion,  2 Lalugapuram",Palaiyapettai.,dravida munnetra kazhagam,312,128,184,tamilaga vettri kazhagam,3,4,1,7,12,5,2,12,12,7,12,7,7,7,5,12,30.97643097643098,6
265,66,36,213,2,0,0,0,2,190,0,1,0,0,1,0,1,1,1,1,1,516,0,0,516,0,"Corporation Union Primary School,(ICDS Centre)   20, Tenkasi  Raod,  Lalugapuram West  Street,  Palaiyapettai.","1.Ward 16 Lalugapuram East  Street
2.Ward 16 Lalugapuram West  Street 999.OVERSEAS ELECTORS",General,"Corporation Union Primary School,(ICDS Centre)   20, Tenkasi  Raod,  Lalugapuram West  Street",Palaiyapettai.,dravida munnetra kazhagam,213,190,23,tamilaga vettri kazhagam,3,4,1,5,13,5,2,13,13,7,13,7,7,7,7,7,4.457364341085271,6
266,68,27,266,1,0,1,0,0,169,0,85,0,1,2,0,0,1,0,1,2,624,0,3,627,0,"Corporation Union Primary School  (West  Portion),  20, Tenkasi  Road,  Lalugapuram West  Street,  Palaiyapettai.","1.Ward 16 Kirshnaperi  Muslim Street Kirshnaperi  Extention
2.Ward 16 Karaiyadipacheri 999.OVERSEAS ELECTOR",General,"Corporation Union Primary School  (West  Portion),  20, Tenkasi  Road,  Lalugapuram West  Street",Palaiyapettai.,dravida munnetra kazhagam,266,169,97,tamilaga vettri kazhagam,3,4,1,7,11,11,2,11,7,5,11,11,7,11,7,5,15.5448717948718,7
267,70,23,93,0,0,0,0,1,137,0,6,0,0,1,1,0,0,0,0,0,332,0,0,332,0,"Corporation Union Primary School  20,Tenkasi  Road ,Center Portion ,2 Lalugapuram ,Palaiyapettai","1.Ward 16 Samugarengapuram
2.Ward 17 Sundaravinayagar  Kovil  Street 999.OVERSEAS ELECTORS",General,"Corporation Union Primary School  20,Tenkasi  Road ,Center Portion ,2 Lalugapuram",Palaiyapettai,tamilaga vettri kazhagam,137,93,44,dravida munnetra kazhagam,3,4,2,8,8,5,1,8,8,5,5,8,8,8,8,8,13.25301204819277,2
268,41,18,329,3,0,0,0,1,123,1,5,1,0,0,2,0,0,0,0,0,524,0,2,526,0,"S.T.C.  Branch Matha Kovil  Primary School,  East  Portion 96,  Azad Road,
Tirunelveli  Town.",1.Ward 16 Azad Road 999.OVERSEAS ELECTORS,General,"S.T.C.  Branch Matha Kovil  Primary School,  East  Portion 96,  Azad Road",Tirunelveli  Town.,dravida munnetra kazhagam,329,123,206,tamilaga vettri kazhagam,3,4,1,5,9,7,2,7,9,9,6,9,9,9,9,9,39.31297709923664,3
269,5,3,358,2,0,0,1,0,36,0,0,1,0,0,0,0,0,0,0,0,406,0,0,406,0,"S.T.C.  Branch Matha Kovil  Primary School,  South Portion 96,  Azad Road,
Tirunelveli  Town.",1.Ward 24 Jamiya Pallivasal  Street 999.OVERSEAS ELECTORS,General,"S.T.C.  Branch Matha Kovil  Primary School,  South Portion 96,  Azad Road",Tirunelveli  Town.,dravida munnetra kazhagam,358,36,322,tamilaga vettri kazhagam,3,4,1,5,7,7,2,6,7,7,7,7,7,7,7,7,79.3103448275862,1
270,45,13,84,2,2,1,1,0,142,0,0,0,0,0,0,0,1,1,2,0,294,0,1,295,0,"Hindu Middle  School,  North Building,  Matha Middle  Street, Ward 10,  Tirunelveli  Town.",1.Ward 23 Jeyaprakash Street 999.OVERSEAS ELECTORS,General,"Hindu Middle  School,  North Building,  Matha Middle  Street, Ward 10",Tirunelveli  Town.,tamilaga vettri kazhagam,142,84,58,dravida munnetra kazhagam,3,4,2,5,5,10,1,10,10,10,10,10,8,8,5,10,19.72789115646258,4
271,106,17,104,0,0,0,1,0,161,0,0,0,1,0,0,0,0,0,0,0,390,0,2,392,0,"Hindu Middle  School,  North Building West  Side  Tirunelveli Town.",1.Ward 23   Matha Poonkodi  Street 999.OVERSEAS ELECTORS,General,Hindu Middle  School,North Building West  Side  Tirunelveli Town.,tamilaga vettri kazhagam,161,106,55,all india anna dravida munnetra kazhagam,2,4,3,6,6,6,1,6,5,6,6,6,6,6,6,6,14.1025641025641,1
272,125,27,255,4,0,0,1,3,290,1,0,1,0,0,1,0,0,0,1,2,711,0,4,715,0,"Chirishduva Mission Primary School,  North Portion,  Matha Sannathi  Street,  Tirunelveli  Town.","1.Ward 24 Matha Sannathi  Street
2.Ward 24 Matha Middle  Street 999.OVERSEAS ELECTORS",General,"Chirishduva Mission Primary School,  North Portion,  Matha Sannathi  Street",Tirunelveli  Town.,tamilaga vettri kazhagam,290,255,35,dravida munnetra kazhagam,3,4,2,5,11,6,1,8,11,11,8,11,11,11,8,7,4.922644163150492,5
273,60,7,244,6,0,0,0,0,126,0,1,0,0,0,0,0,0,0,0,0,444,0,0,444,0,"Chirishduva Mission Primary School,  East  Portion,  Matha Sannathi  Street,  Tirunelveli  Town.","1.Ward 24 EzhuSilai  Vinayagar  Kovil  Street
2.Ward 24 Vallalar  Street
3.Ward 16 Sikkantharpuram West  Street
4.Ward 16 Sikkantharpuram Street 999.OVERSEAS ELECTORS",General,"Chirishduva Mission Primary School,  East  Portion,  Matha Sannathi  Street",Tirunelveli  Town.,dravida munnetra kazhagam,244,126,118,tamilaga vettri kazhagam,3,4,1,5,6,6,2,6,6,6,6,6,6,6,6,6,26.57657657657658,0
274,79,14,159,2,0,1,0,0,134,0,0,0,1,0,2,0,0,1,0,0,393,0,1,394,0,"Chirishduva Mission Primary School,North Building Middle Portion   Matha Sannathi  Street,  Tirunelveli  Town",1.Ward 24 Matha West  Street 999.OVERSEAS ELECTORS,General,"Chirishduva Mission Primary School,North Building Middle Portion   Matha Sannathi  Street",Tirunelveli  Town,dravida munnetra kazhagam,159,134,25,tamilaga vettri kazhagam,3,4,1,5,9,9,2,9,7,9,5,9,9,7,9,9,6.361323155216285,4
275,113,33,120,2,0,0,0,0,236,0,0,1,0,1,1,1,0,0,1,0,509,0,5,514,0,"Schafter  Middle  School,  West  Portion of  South Building, Azad Road,  Tirunelveli  Town.","1.Ward 25 Azad Road
2.Ward 25 Thondar  West  Street
3.Ward 25 Thondar  Sannathi  Street
4.Ward 24 Kolakkadai  Bazar  (Jawaharlal  Street) 999.OVERSEAS ELECTORS",General,"Schafter  Middle  School,  West  Portion of  South Building, Azad Road",Tirunelveli  Town.,tamilaga vettri kazhagam,236,120,116,dravida munnetra kazhagam,3,4,2,5,11,11,1,6,11,6,6,6,11,11,6,11,22.78978388998035,5
276,105,30,140,1,1,0,1,0,204,0,0,0,0,0,1,0,0,0,0,0,483,0,4,487,0,"Schafter  Middle  School,  West  Portion of  North Building, Azad Road,  Tirunelveli  Town.","1.Ward 25 Parvathasingaraja South Street
2.Ward 25 Thandiyalsavadi  Street 999.OVERSEAS ELECTORS",General,"Schafter  Middle  School,  West  Portion of  North Building, Azad Road",Tirunelveli  Town.,tamilaga vettri kazhagam,204,140,64,dravida munnetra kazhagam,3,4,2,5,5,8,1,8,8,8,5,8,8,8,8,8,13.25051759834369,1
277,179,31,113,13,0,2,0,0,261,0,0,0,0,0,2,2,1,0,2,0,606,0,1,607,0,"Schafter  Middle  School,  West  Branch East  Portion South Part,  Azad Road,  Tirunelveli  Town.","1.Ward 24 Pukalenthi  Street
2.Ward 24 Thaiyalkara Street 999.OVERSEAS ELECTORS",General,"Schafter  Middle  School,  West  Branch East  Portion South Part,  Azad Road",Tirunelveli  Town.,tamilaga vettri kazhagam,261,179,82,all india anna dravida munnetra kazhagam,2,4,3,5,10,10,1,10,10,10,6,6,9,10,6,10,13.53135313531353,7
278,142,29,195,3,0,0,0,0,250,1,0,1,0,0,0,1,1,1,5,0,629,0,2,631,0,"Sengunthar  Primary School,  Periya Street,  Tirunelveli  Town.","1.Ward 24 Sengunthar  Middle  Street
2.Ward 24 Savanainar  Kovil  Street 999.OVERSEAS ELECTORS",General,"Sengunthar  Primary School,  Periya Street",Tirunelveli  Town.,tamilaga vettri kazhagam,250,195,55,dravida munnetra kazhagam,3,4,2,6,11,11,1,7,11,11,11,7,7,7,5,11,8.744038155802862,9
279,171,33,217,1,1,0,1,0,262,2,0,1,0,0,2,0,3,0,3,0,697,0,3,700,0,Usainiya Primary School West Building East Face South Room Tirunelveli Town,"1.Ward 24 Jawaharlal  Street
2.Ward 24 Vembadi  Street 999.OVERSEAS ELECTORS",General,Usainiya Primary School West Building East Face South Room Tirunelveli Town,Usainiya Primary School West Building East Face South Room Tirunelveli Town,tamilaga vettri kazhagam,262,217,45,dravida munnetra kazhagam,3,4,2,8,8,11,1,8,11,11,7,11,5,11,5,11,6.456241032998565,9
280,83,29,221,0,0,0,0,1,200,0,0,0,0,0,0,0,0,0,0,0,534,0,3,537,0,Usainiya Primary School West Building East Face North Room Tirunelveli Town,"1.Ward 23 Pagavathsingh Street
2.Ward 24 Matha Thenmela Street 999.OVERSEAS ELECTORS",General,Usainiya Primary School West Building East Face North Room Tirunelveli Town,Usainiya Primary School West Building East Face North Room Tirunelveli Town,dravida munnetra kazhagam,221,200,21,tamilaga vettri kazhagam,3,4,1,6,6,5,2,6,6,6,6,6,6,6,6,6,3.932584269662921,0
281,43,12,369,1,0,0,0,0,173,0,1,0,0,1,2,0,0,0,1,4,607,0,3,610,0,Anganwadi  (Palwadi)  Centre  No.05 Madha Middle  School Tirunelveli  Town,1.Ward 23 Mohamedali  Street 999.OVERSEAS ELECTORS,General,Anganwadi  (Palwadi)  Centre  No.05 Madha Middle  School Tirunelveli  Town,Anganwadi  (Palwadi)  Centre  No.05 Madha Middle  School Tirunelveli  Town,dravida munnetra kazhagam,369,173,196,tamilaga vettri kazhagam,3,4,1,7,10,10,2,10,10,7,6,10,10,10,7,5,32.28995057660626,8
282,103,39,252,4,0,0,0,2,346,1,1,0,0,2,1,0,0,0,3,0,754,0,3,757,0,"T.D.T.A Middle  School,  North Building,  Sengunthar  Periya Street,  Tirunelveli  Town.",1.Ward 24 Periya Street 999.OVERSEAS ELECTORS,General,"T.D.T.A Middle  School,  North Building,  Sengunthar  Periya Street",Tirunelveli  Town.,tamilaga vettri kazhagam,346,252,94,dravida munnetra kazhagam,3,4,2,5,10,7,1,10,10,7,9,10,10,10,6,10,12.46684350132626,6
283,123,25,215,4,1,0,1,3,327,1,1,1,0,0,1,0,0,0,0,0,703,0,1,704,0,"T.D.T.A Middle  School,  South Building,  Sengunthar  Periya Street,  Tirunelveli  Town.","1.Ward 24 Sambanthar  Street
2.Ward 24 Periya Street 999.OVERSEAS ELECTORS",General,"T.D.T.A Middle  School,  South Building,  Sengunthar  Periya Street",Tirunelveli  Town.,tamilaga vettri kazhagam,327,215,112,dravida munnetra kazhagam,3,4,2,5,7,6,1,7,10,10,7,10,10,10,10,10,15.93172119487909,2
284,131,46,137,7,0,0,0,2,230,1,0,0,0,0,3,2,1,0,2,0,562,0,2,564,0,"Nutrition Centre,  Corportion Ward Office, Venuvanakumarar  Street,  Tirunelveli  Town.","1.Ward 24 Cheranmahadevi  Road
2.Ward 23 Venuvanakumarar  Kovil  Street 999.OVERSEAS ELECTORS",General,"Nutrition Centre,  Corportion Ward Office, Venuvanakumarar  Street",Tirunelveli  Town.,tamilaga vettri kazhagam,230,137,93,dravida munnetra kazhagam,3,4,2,5,11,7,1,11,11,11,6,7,10,11,7,11,16.54804270462633,8
285,179,43,187,4,0,1,0,1,281,0,3,1,0,2,2,0,0,0,0,0,704,0,1,705,0,"Hindu Primary School,  Western Side,  Thadiveeran Kovil Street,  Tirunelveli  Town.","1.Ward 23 Ennayirampillaiyar  Kovil  West  Street
2.Ward 23 Ennayirampillaiyar  Kovil  East  Street
3.Ward 22 Sankaranarayanan Street  (Thadiveeran Kovil  East  Street)
4.Ward 44 Cheranmahadevi  Road. 999.OVERSEAS ELECTORS",General,"Hindu Primary School,  Western Side,  Thadiveeran Kovil Street",Tirunelveli  Town.,tamilaga vettri kazhagam,281,187,94,dravida munnetra kazhagam,3,4,2,5,10,8,1,8,10,6,6,10,10,10,10,10,13.35227272727273,5
286,103,14,81,2,0,0,1,0,160,0,0,0,0,1,0,1,1,0,0,0,364,0,4,368,0,"Hindu Primary School,  Eastern Building,East  Side Thadiveeran Kovil  Street,  Tirunelveli  Town.","1.Ward 22 Thadiveeran Kovil  West  Street
2.Ward 22 Samiya Thaikka Street 999.OVERSEAS ELECTORS",General,"Hindu Primary School,  Eastern Building,East  Side Thadiveeran Kovil  Street",Tirunelveli  Town.,tamilaga vettri kazhagam,160,103,57,all india anna dravida munnetra kazhagam,2,4,3,5,9,9,1,9,9,6,9,6,6,9,9,9,15.65934065934066,3
287,76,17,103,0,1,0,0,1,150,0,0,3,0,0,0,2,0,0,0,0,353,0,0,353,0,"Hindu Primary School,  Eastern Building,West  Side Thadiveeran Kovil  Street,  Tirunelveli  Town.",1.Ward 22 Thadiveeran Kovil  West  Street 999.OVERSEAS ELECTORS,General,"Hindu Primary School,  Eastern Building,West  Side Thadiveeran Kovil  Street",Tirunelveli  Town.,tamilaga vettri kazhagam,150,103,47,dravida munnetra kazhagam,3,4,2,9,7,7,1,5,9,9,9,6,9,9,9,9,13.31444759206799,5
288,125,31,196,0,0,0,2,0,204,0,0,0,0,0,1,0,0,0,0,0,559,0,3,562,0,"Little  Flower  Model  School,   East  Buiding South Portion Pettai","1.Ward 22 Abirami Nagar  (Cheranmahadevi  Road)
2.Ward 22 Vethathiri  Nagar (Kodeeswaran Nagar.) 999.OVERSEAS ELECTORS",General,Little  Flower  Model  School,East  Buiding South Portion Pettai,tamilaga vettri kazhagam,204,196,8,dravida munnetra kazhagam,3,4,2,6,6,6,1,6,6,6,5,6,6,6,6,6,1.431127012522361,1
289,25,14,229,0,0,0,0,0,134,1,1,0,0,1,1,1,1,0,1,0,409,0,4,413,0,"Corporation Primary School,  East  Portion,  Pattapathu East Part,  Tirunelveli  Town.","1.Ward 27 Kallanai  Street
2.Ward 23 Devipuram 999.OVERSEAS ELECTORS",General,"Corporation Primary School,  East  Portion,  Pattapathu East Part",Tirunelveli  Town.,dravida munnetra kazhagam,229,134,95,tamilaga vettri kazhagam,3,4,1,10,10,10,2,10,10,5,5,5,5,10,5,10,23.22738386308068,5
290,153,27,109,0,0,2,2,0,235,0,2,0,0,0,1,3,3,0,0,1,538,0,3,541,0,Corporation Primary School  Campus Integrated Child Development  Center  Center  No;  33628190415 Tirunelveli Town.,"1.Ward 23 Ottakoothar  Street
2.Ward 23 Kumaran Street 999.OVERSEAS ELECTORS",General,Corporation Primary School  Campus Integrated Child Development  Center  Center  No;  33628190415 Tirunelveli Town.,Corporation Primary School  Campus Integrated Child Development  Center  Center  No;  33628190415 Tirunelveli Town.,tamilaga vettri kazhagam,235,153,82,all india anna dravida munnetra kazhagam,2,4,3,9,9,9,1,9,9,9,7,5,5,9,9,7,15.24163568773234,8
291,85,18,169,1,1,0,0,1,166,0,0,1,0,0,0,0,1,0,1,0,444,0,1,445,0,"Corporation Primary School,  East  Portion of  West  Part, Pattapathu,  Tirunelveli  Town.",1.Ward 23 Veeravanchinathan Street 999.OVERSEAS ELECTORS,General,"Corporation Primary School,  East  Portion of  West  Part, Pattapathu",Tirunelveli  Town.,dravida munnetra kazhagam,169,166,3,tamilaga vettri kazhagam,3,4,1,5,5,5,2,5,11,11,11,11,5,11,5,11,0.6756756756756757,3
292,87,16,264,3,1,0,0,0,182,0,0,0,0,0,0,1,0,0,1,0,555,0,0,555,0,Corporation Primary School  Campus Integrated Child Development  Center  Center  No;  33628190429 Tirunelveli Town.,1.Ward 23 Nabikalnayagam Street                                        999.OVERSEAS ELECTORS,General,Corporation Primary School  Campus Integrated Child Development  Center  Center  No;  33628190429 Tirunelveli Town.,Corporation Primary School  Campus Integrated Child Development  Center  Center  No;  33628190429 Tirunelveli Town.,dravida munnetra kazhagam,264,182,82,tamilaga vettri kazhagam,3,4,1,5,6,9,2,9,9,9,9,6,9,9,6,9,14.77477477477477,2
293,157,36,274,4,1,0,0,0,284,0,0,0,0,0,0,1,2,0,0,2,761,0,3,764,0,"Corporation Primary School,  Western Portion,  Pattapathu Agraharam, Tirunelveli  Town.","1.Pettai  Ward 23 Thottipala Street
2.Pettai  Ward 26 Kunnathur  Road
3.Pettai  Ward 26 Savoukathali  Street 999.OVERSEAS ELECTORS",General,"Corporation Primary School,  Western Portion,  Pattapathu Agraharam",Tirunelveli  Town.,tamilaga vettri kazhagam,284,274,10,dravida munnetra kazhagam,3,4,2,5,8,10,1,10,10,10,10,8,6,10,10,6,1.314060446780552,5
294,63,20,412,1,1,0,0,0,212,0,8,0,1,0,1,0,0,0,5,0,724,0,0,724,0,"Manthiramoorthi  Hr.Sec.School,  Middle  Portion,  Railway Feeder  Road,  Tirunelveli  Town.",1.Ward 26 Makilvanna Puram 999.OVERSEAS ELECTORS,General,"Manthiramoorthi  Hr.Sec.School,  Middle  Portion,  Railway Feeder  Road",Tirunelveli  Town.,dravida munnetra kazhagam,412,212,200,tamilaga vettri kazhagam,3,4,1,6,6,10,2,10,6,10,6,10,10,10,5,10,27.6243093922652,7
